/Users/arjhanwar/Downloads/SDC/Training/IMG/center_2017_08_23_08_34_24_175.jpg,/Users/arjhanwar/Downloads/SDC/Training/IMG/left_2017_08_23_08_34_24_175.jpg,/Users/arjhanwar/Downloads/SDC/Training/IMG/right_2017_08_23_08_34_24_175.jpg,0,0,0,4.700084E-06
/Users/arjhanwar/Downloads/SDC/Training/IMG/center_2017_08_23_08_34_24_251.jpg,/Users/arjhanwar/Downloads/SDC/Training/IMG/left_2017_08_23_08_34_24_251.jpg,/Users/arjhanwar/Downloads/SDC/Training/IMG/right_2017_08_23_08_34_24_251.jpg,0,0,0,5.464662E-06
/Users/arjhanwar/Downloads/SDC/Training/IMG/center_2017_08_23_08_34_24_328.jpg,/Users/arjhanwar/Downloads/SDC/Training/IMG/left_2017_08_23_08_34_24_328.jpg,/Users/arjhanwar/Downloads/SDC/Training/IMG/right_2017_08_23_08_34_24_328.jpg,0,0,0,6.162526E-06
/Users/arjhanwar/Downloads/SDC/Training/IMG/center_2017_08_23_08_34_24_407.jpg,/Users/arjhanwar/Downloads/SDC/Training/IMG/left_2017_08_23_08_34_24_407.jpg,/Users/arjhanwar/Downloads/SDC/Training/IMG/right_2017_08_23_08_34_24_407.jpg,0,0,0,6.960279E-06
/Users/arjhanwar/Downloads/SDC/Training/IMG/center_2017_08_23_08_34_24_481.jpg,/Users/arjhanwar/Downloads/SDC/Training/IMG/left_2017_08_23_08_34_24_481.jpg,/Users/arjhanwar/Downloads/SDC/Training/IMG/right_2017_08_23_08_34_24_481.jpg,0,0,0,5.557539E-06
/Users/arjhanwar/Downloads/SDC/Training/IMG/center_2017_08_23_08_34_24_560.jpg,/Users/arjhanwar/Downloads/SDC/Training/IMG/left_2017_08_23_08_34_24_560.jpg,/Users/arjhanwar/Downloads/SDC/Training/IMG/right_2017_08_23_08_34_24_560.jpg,0,0.116733,0,0.04179697
/Users/arjhanwar/Downloads/SDC/Training/IMG/center_2017_08_23_08_34_24_632.jpg,/Users/arjhanwar/Downloads/SDC/Training/IMG/left_2017_08_23_08_34_24_632.jpg,/Users/arjhanwar/Downloads/SDC/Training/IMG/right_2017_08_23_08_34_24_632.jpg,0,0.296652,0,0.2515167
/Users/arjhanwar/Downloads/SDC/Training/IMG/center_2017_08_23_08_34_24_720.jpg,/Users/arjhanwar/Downloads/SDC/Training/IMG/left_2017_08_23_08_34_24_720.jpg,/Users/arjhanwar/Downloads/SDC/Training/IMG/right_2017_08_23_08_34_24_720.jpg,0,0.569325,0,0.6721631
/Users/arjhanwar/Downloads/SDC/Training/IMG/center_2017_08_23_08_34_24_795.jpg,/Users/arjhanwar/Downloads/SDC/Training/IMG/left_2017_08_23_08_34_24_795.jpg,/Users/arjhanwar/Downloads/SDC/Training/IMG/right_2017_08_23_08_34_24_795.jpg,0,0.7988069,0,1.362279
/Users/arjhanwar/Downloads/SDC/Training/IMG/center_2017_08_23_08_34_24_872.jpg,/Users/arjhanwar/Downloads/SDC/Training/IMG/left_2017_08_23_08_34_24_872.jpg,/Users/arjhanwar/Downloads/SDC/Training/IMG/right_2017_08_23_08_34_24_872.jpg,0,1,0,2.221391
/Users/arjhanwar/Downloads/SDC/Training/IMG/center_2017_08_23_08_34_24_938.jpg,/Users/arjhanwar/Downloads/SDC/Training/IMG/left_2017_08_23_08_34_24_938.jpg,/Users/arjhanwar/Downloads/SDC/Training/IMG/right_2017_08_23_08_34_24_938.jpg,0,1,0,2.885662
/Users/arjhanwar/Downloads/SDC/Training/IMG/center_2017_08_23_08_34_25_015.jpg,/Users/arjhanwar/Downloads/SDC/Training/IMG/left_2017_08_23_08_34_25_015.jpg,/Users/arjhanwar/Downloads/SDC/Training/IMG/right_2017_08_23_08_34_25_015.jpg,0,1,0,3.811399
/Users/arjhanwar/Downloads/SDC/Training/IMG/center_2017_08_23_08_34_25_092.jpg,/Users/arjhanwar/Downloads/SDC/Training/IMG/left_2017_08_23_08_34_25_092.jpg,/Users/arjhanwar/Downloads/SDC/Training/IMG/right_2017_08_23_08_34_25_092.jpg,0,1,0,4.746799
/Users/arjhanwar/Downloads/SDC/Training/IMG/center_2017_08_23_08_34_25_169.jpg,/Users/arjhanwar/Downloads/SDC/Training/IMG/left_2017_08_23_08_34_25_169.jpg,/Users/arjhanwar/Downloads/SDC/Training/IMG/right_2017_08_23_08_34_25_169.jpg,0,1,0,5.674457
/Users/arjhanwar/Downloads/SDC/Training/IMG/center_2017_08_23_08_34_25_245.jpg,/Users/arjhanwar/Downloads/SDC/Training/IMG/left_2017_08_23_08_34_25_245.jpg,/Users/arjhanwar/Downloads/SDC/Training/IMG/right_2017_08_23_08_34_25_245.jpg,-0.1,1,0,6.593115
/Users/arjhanwar/Downloads/SDC/Training/IMG/center_2017_08_23_08_34_25_338.jpg,/Users/arjhanwar/Downloads/SDC/Training/IMG/left_2017_08_23_08_34_25_338.jpg,/Users/arjhanwar/Downloads/SDC/Training/IMG/right_2017_08_23_08_34_25_338.jpg,-0.35,1,0,7.707053
/Users/arjhanwar/Downloads/SDC/Training/IMG/center_2017_08_23_08_34_25_415.jpg,/Users/arjhanwar/Downloads/SDC/Training/IMG/left_2017_08_23_08_34_25_415.jpg,/Users/arjhanwar/Downloads/SDC/Training/IMG/right_2017_08_23_08_34_25_415.jpg,-0.164592,0.878668,0,8.336223
/Users/arjhanwar/Downloads/SDC/Training/IMG/center_2017_08_23_08_34_25_494.jpg,/Users/arjhanwar/Downloads/SDC/Training/IMG/left_2017_08_23_08_34_25_494.jpg,/Users/arjhanwar/Downloads/SDC/Training/IMG/right_2017_08_23_08_34_25_494.jpg,0,0.6410798,0,8.96224
/Users/arjhanwar/Downloads/SDC/Training/IMG/center_2017_08_23_08_34_25_569.jpg,/Users/arjhanwar/Downloads/SDC/Training/IMG/left_2017_08_23_08_34_25_569.jpg,/Users/arjhanwar/Downloads/SDC/Training/IMG/right_2017_08_23_08_34_25_569.jpg,0,0.416869,0,9.367522
/Users/arjhanwar/Downloads/SDC/Training/IMG/center_2017_08_23_08_34_25_644.jpg,/Users/arjhanwar/Downloads/SDC/Training/IMG/left_2017_08_23_08_34_25_644.jpg,/Users/arjhanwar/Downloads/SDC/Training/IMG/right_2017_08_23_08_34_25_644.jpg,0,0.18904,0,9.551747
/Users/arjhanwar/Downloads/SDC/Training/IMG/center_2017_08_23_08_34_25_719.jpg,/Users/arjhanwar/Downloads/SDC/Training/IMG/left_2017_08_23_08_34_25_719.jpg,/Users/arjhanwar/Downloads/SDC/Training/IMG/right_2017_08_23_08_34_25_719.jpg,0,0,0,9.530154
/Users/arjhanwar/Downloads/SDC/Training/IMG/center_2017_08_23_08_34_25_797.jpg,/Users/arjhanwar/Downloads/SDC/Training/IMG/left_2017_08_23_08_34_25_797.jpg,/Users/arjhanwar/Downloads/SDC/Training/IMG/right_2017_08_23_08_34_25_797.jpg,0,0,0,9.472655
/Users/arjhanwar/Downloads/SDC/Training/IMG/center_2017_08_23_08_34_25_870.jpg,/Users/arjhanwar/Downloads/SDC/Training/IMG/left_2017_08_23_08_34_25_870.jpg,/Users/arjhanwar/Downloads/SDC/Training/IMG/right_2017_08_23_08_34_25_870.jpg,0,0,0,9.396522
/Users/arjhanwar/Downloads/SDC/Training/IMG/center_2017_08_23_08_34_25_945.jpg,/Users/arjhanwar/Downloads/SDC/Training/IMG/left_2017_08_23_08_34_25_945.jpg,/Users/arjhanwar/Downloads/SDC/Training/IMG/right_2017_08_23_08_34_25_945.jpg,0,0,0,9.321003
/Users/arjhanwar/Downloads/SDC/Training/IMG/center_2017_08_23_08_34_26_021.jpg,/Users/arjhanwar/Downloads/SDC/Training/IMG/left_2017_08_23_08_34_26_021.jpg,/Users/arjhanwar/Downloads/SDC/Training/IMG/right_2017_08_23_08_34_26_021.jpg,0,0,0,9.246091
/Users/arjhanwar/Downloads/SDC/Training/IMG/center_2017_08_23_08_34_26_097.jpg,/Users/arjhanwar/Downloads/SDC/Training/IMG/left_2017_08_23_08_34_26_097.jpg,/Users/arjhanwar/Downloads/SDC/Training/IMG/right_2017_08_23_08_34_26_097.jpg,-0.15,0,0,9.18481
/Users/arjhanwar/Downloads/SDC/Training/IMG/center_2017_08_23_08_34_26_174.jpg,/Users/arjhanwar/Downloads/SDC/Training/IMG/left_2017_08_23_08_34_26_174.jpg,/Users/arjhanwar/Downloads/SDC/Training/IMG/right_2017_08_23_08_34_26_174.jpg,-0.35,0,0,9.080578
/Users/arjhanwar/Downloads/SDC/Training/IMG/center_2017_08_23_08_34_26_250.jpg,/Users/arjhanwar/Downloads/SDC/Training/IMG/left_2017_08_23_08_34_26_250.jpg,/Users/arjhanwar/Downloads/SDC/Training/IMG/right_2017_08_23_08_34_26_250.jpg,-0.5500001,0,0,8.953163
/Users/arjhanwar/Downloads/SDC/Training/IMG/center_2017_08_23_08_34_26_327.jpg,/Users/arjhanwar/Downloads/SDC/Training/IMG/left_2017_08_23_08_34_26_327.jpg,/Users/arjhanwar/Downloads/SDC/Training/IMG/right_2017_08_23_08_34_26_327.jpg,-0.4570139,0,0,8.859998
/Users/arjhanwar/Downloads/SDC/Training/IMG/center_2017_08_23_08_34_26_405.jpg,/Users/arjhanwar/Downloads/SDC/Training/IMG/left_2017_08_23_08_34_26_405.jpg,/Users/arjhanwar/Downloads/SDC/Training/IMG/right_2017_08_23_08_34_26_405.jpg,-0.224373,0,0,8.797551
/Users/arjhanwar/Downloads/SDC/Training/IMG/center_2017_08_23_08_34_26_485.jpg,/Users/arjhanwar/Downloads/SDC/Training/IMG/left_2017_08_23_08_34_26_485.jpg,/Users/arjhanwar/Downloads/SDC/Training/IMG/right_2017_08_23_08_34_26_485.jpg,0,0,0,8.716332
/Users/arjhanwar/Downloads/SDC/Training/IMG/center_2017_08_23_08_34_26_576.jpg,/Users/arjhanwar/Downloads/SDC/Training/IMG/left_2017_08_23_08_34_26_576.jpg,/Users/arjhanwar/Downloads/SDC/Training/IMG/right_2017_08_23_08_34_26_576.jpg,0,0,0,8.643326
/Users/arjhanwar/Downloads/SDC/Training/IMG/center_2017_08_23_08_34_26_652.jpg,/Users/arjhanwar/Downloads/SDC/Training/IMG/left_2017_08_23_08_34_26_652.jpg,/Users/arjhanwar/Downloads/SDC/Training/IMG/right_2017_08_23_08_34_26_652.jpg,-0.01829678,0,0,8.572663
/Users/arjhanwar/Downloads/SDC/Training/IMG/center_2017_08_23_08_34_26_727.jpg,/Users/arjhanwar/Downloads/SDC/Training/IMG/left_2017_08_23_08_34_26_727.jpg,/Users/arjhanwar/Downloads/SDC/Training/IMG/right_2017_08_23_08_34_26_727.jpg,0,0,0,8.503341
